date,close,donchian_ceiling_20d,donchian_floor_20d,state
2021-01-17,0.88914,0.90774,0.88801,0
2021-01-18,0.8892,0.90774,0.88801,0
2021-01-19,0.8897,0.90774,0.88801,0
2021-01-20,0.88642,0.90774,0.88642,0
2021-01-21,0.88616,0.90774,0.88616,0
2021-01-22,0.88953,0.90566,0.88616,0
2021-01-24,0.88908,0.90566,0.88616,0
2021-01-25,0.8879,0.90566,0.88616,0
2021-01-26,0.8852,0.90566,0.8852,0
2021-01-27,0.8853,0.90566,0.8852,0
2021-01-28,0.88317,0.90566,0.88317,0
2021-01-29,0.88554,0.90422,0.88317,0
2021-01-31,0.88508,0.90149,0.88317,0
2021-02-01,0.8824,0.90149,0.8824,0
2021-02-02,0.88125,0.89924,0.88125,0
2021-02-03,0.88219,0.8933,0.88125,0
2021-02-04,0.87524,0.89116,0.87524,0
2021-02-05,0.87679,0.8897,0.87524,0
2021-02-07,0.87701,0.8897,0.87524,0
2021-02-08,0.87684,0.8897,0.87524,0
2021-02-09,0.877,0.8897,0.87524,0
2021-02-10,0.87622,0.8897,0.87524,0
2021-02-11,0.87831,0.88953,0.87524,0
2021-02-12,0.87512,0.88953,0.87512,0
2021-02-14,0.87392,0.88953,0.87392,0
2021-02-15,0.87194,0.88908,0.87194,0
2021-02-16,0.87057,0.8879,0.87057,0
2021-02-17,0.86868,0.88554,0.86868,0
2021-02-18,0.86574,0.88554,0.86574,0
2021-02-19,0.86508,0.88554,0.86508,0
2021-02-21,0.86437,0.88554,0.86437,0
2021-02-22,0.86466,0.88508,0.86437,0
2021-02-23,0.86056,0.8824,0.86056,0
2021-02-24,0.86027,0.88219,0.86027,0
2021-02-25,0.8682,0.88219,0.86027,0
2021-02-26,0.8669,0.87831,0.86027,0
2021-02-28,0.86523,0.87831,0.86027,0
2021-03-01,0.86502,0.87831,0.86027,0
2021-03-02,0.86608,0.87831,0.86027,0
2021-03-03,0.8653,0.87831,0.86027,0
2021-03-04,0.86134,0.87831,0.86027,0
2021-03-05,0.86127,0.87831,0.86027,0
2021-03-07,0.86108,0.87512,0.86027,0
2021-03-08,0.85741,0.87392,0.85741,0
2021-03-09,0.8567,0.87194,0.8567,0
2021-03-10,0.85602,0.87057,0.85602,0
2021-03-11,0.85651,0.86868,0.85602,0
2021-03-12,0.85845,0.8682,0.85602,0
2021-03-14,0.85787,0.8682,0.85602,0
2021-03-15,0.8581,0.8682,0.85602,0
2021-03-16,0.85614,0.8682,0.85602,0
2021-03-17,0.85744,0.8682,0.85602,0
2021-03-18,0.85594,0.8682,0.85594,0
